Age,Gender,Work Experience,Monthly Income,Monthly Household Expense,Marital Status,Number of Children,Education Level,Have bank account,Savings in bank,Have smartphone,Access to internet,Loan Approval,Loan Approval Process (days)
25.0,Female,6.0,2345237.0,1804433,Married,1.0,Primary,No,0.0,No,Yes,Yes,5.0
48.0,Male,30.0,1736119.0,1300254,Single,0.0,Primary,No,0.0,Yes,Yes,No,12.0
38.0,Male,6.0,1024226.0,565110,Married,3.0,Bachelor,No,0.0,Yes,Yes,No,6.0
34.0,Female,12.0,2915857.0,1681819,Married,0.0,Secondary,Yes,67991424.0,No,Yes,Yes,1.0
40.0,Female,16.0,1525234.0,1002744,Married,0.0,Secondary,Yes,77697460.0,Yes,No,No,5.0
54.0,Female,31.0,1373605.0,1203864,Married,2.0,Secondary,No,0.0,Yes,No,No,12.0
33.0,Female,8.0,2947154.0,1781246,Divorced/Widowed,0.0,Primary,No,0.0,Yes,Yes,Yes,4.0
23.0,Female,3.0,2227041.0,1810653,Married,4.0,Secondary,No,0.0,No,Yes,No,9.0
25.0,Male,1.0,1980201.0,1802271,Married,2.0,Primary,Yes,38470052.0,Yes,No,No,6.0
42.0,Male,20.0,1120467.0,944004,Married,2.0,Secondary,No,0.0,Yes,Yes,No,12.0
35.0,Male,17.0,2361962.0,1511395,Married,4.0,Primary,Yes,94306177.0,No,No,Yes,5.0
42.0,Male,12.0,3827563.0,3391584,Married,2.0,Primary,Yes,166666616.0,No,Yes,Yes,2.0
29.0,Male,8.0,2416355.0,1412237,Married,1.0,Secondary,No,0.0,Yes,Yes,Yes,2.0
32.0,Male,14.0,2147261.0,1552926,Married,3.0,Primary,No,0.0,No,No,No,7.0
43.0,Female,11.0,2304764.0,2024482,Married,2.0,Secondary,Yes,65216884.0,No,Yes,Yes,4.0
58.0,Female,37.0,1570319.0,1236262,Married,1.0,Primary,Yes,47550842.0,No,Yes,No,10.0
43.0,Female,18.0,1563644.0,1099317,Single,0.0,Primary,No,0.0,No,No,No,12.0
49.0,Male,27.0,1554688.0,1023514,Married,3.0,Primary,No,0.0,Yes,No,No,5.0
27.0,Female,6.0,1397535.0,962603,Single,0.0,Secondary,No,0.0,Yes,No,No,6.0
33.0,Male,8.0,1553288.0,1146805,Married,5.0,Primary,No,0.0,Yes,Yes,No,12.0
24.0,Female,2.0,1550024.0,1035487,Married,3.0,Secondary,No,0.0,Yes,No,No,11.0
34.0,Male,15.0,1628720.0,1479721,Married,3.0,Primary,Yes,95543546.0,No,No,No,13.0
40.0,Female,17.0,1609125.0,1440551,Married,3.0,Primary,Yes,63273412.0,No,No,No,6.0
43.0,Male,15.0,1970108.0,1718226,Married,0.0,Primary,No,0.0,Yes,No,No,12.0
38.0,Female,6.0,1855155.0,1309882,Divorced/Widowed,1.0,Diploma,Yes,17226841.0,Yes,No,No,10.0
39.0,Female,3.0,1917153.0,1544806,Single,0.0,Secondary,No,0.0,Yes,Yes,No,5.0
24.0,Male,2.0,2865608.0,2533331,Married,2.0,Primary,No,0.0,Yes,No,Yes,4.0
31.0,Male,8.0,1853713.0,1602829,Married,1.0,Secondary,No,0.0,No,No,No,6.0
32.0,Female,13.0,3347623.0,2354386,Divorced/Widowed,0.0,Secondary,No,0.0,Yes,No,Yes,1.0
24.0,Male,8.0,2046882.0,1210900,Single,0.0,Primary,No,0.0,Yes,Yes,No,10.0
26.0,Female,0.0,1486918.0,859413,Single,0.0,Secondary,Yes,169056040.0,Yes,No,Yes,4.0
25.0,Female,0.0,2744708.0,2095622,Single,0.0,Primary,No,0.0,Yes,Yes,Yes,5.0
40.0,Male,4.0,1744330.0,1374134,Single,1.0,Secondary,Yes,20191282.0,No,Yes,No,5.0
46.0,Male,5.0,600000.0,518665,Married,3.0,Secondary,No,0.0,Yes,No,No,8.0
35.0,Male,12.0,1797197.0,1182969,Married,3.0,Primary,No,0.0,Yes,No,No,7.0
48.0,Female,24.0,1625576.0,994794,Married,2.0,Primary,Yes,150480780.0,Yes,Yes,Yes,1.0
47.0,Male,27.0,2924583.0,2018641,Married,2.0,Bachelor,No,0.0,Yes,No,Yes,4.0
56.0,Male,25.0,1171703.0,797722,Married,2.0,Secondary,Yes,140222283.0,Yes,Yes,No,7.0
52.0,Male,13.0,1567141.0,938738,Single,0.0,Secondary,No,0.0,No,Yes,No,8.0
35.0,Female,3.0,2687347.0,2146503,Married,1.0,Primary,No,0.0,Yes,Yes,Yes,4.0
59.0,Female,38.0,2076085.0,1532599,Married,2.0,Primary,Yes,102597825.0,Yes,No,Yes,5.0
56.0,Female,7.0,1679980.0,1372233,Single,0.0,Primary,Yes,115099578.0,Yes,Yes,Yes,5.0
34.0,Male,12.0,1270460.0,864542,Married,2.0,Primary,No,0.0,Yes,Yes,No,5.0
31.0,Female,10.0,2046222.0,1372011,Married,4.0,Secondary,No,0.0,Yes,No,No,9.0
48.0,Female,5.0,1779489.0,1289868,Single,0.0,Diploma,Yes,10779587.0,Yes,Yes,No,12.0
41.0,Female,5.0,1262519.0,1104250,Single,0.0,Secondary,No,0.0,Yes,No,No,8.0
52.0,Female,27.0,1298907.0,733757,Married,2.0,Primary,No,0.0,Yes,No,No,6.0
51.0,Male,29.0,1229869.0,1042668,Single,0.0,Secondary,Yes,116803770.0,Yes,No,No,7.0
20.0,Male,2.0,1105211.0,758755,Married,1.0,Bachelor,No,0.0,Yes,Yes,No,13.0
54.0,Female,27.0,2453823.0,2125523,Single,0.0,Secondary,No,0.0,No,Yes,Yes,3.0
60.0,Male,2.0,2359575.0,1998123,Married,2.0,Secondary,No,0.0,Yes,No,Yes,5.0
57.0,Female,33.0,2454972.0,1667028,Married,4.0,Bachelor,No,0.0,No,Yes,Yes,3.0
43.0,Female,15.0,1803149.0,1454662,Married,2.0,Secondary,Yes,38563441.0,Yes,Yes,No,8.0
40.0,Male,21.0,1630159.0,992871,Married,4.0,Primary,No,0.0,No,Yes,No,12.0
56.0,Female,31.0,1642932.0,1448448,Married,3.0,Primary,No,0.0,Yes,Yes,No,7.0
32.0,Male,12.0,2514771.0,1759488,Married,1.0,Bachelor,Yes,89837961.0,Yes,No,Yes,3.0
21.0,Male,1.0,600000.0,431148,Married,3.0,Secondary,Yes,146087692.0,No,No,No,12.0
46.0,Female,7.0,1439859.0,1167914,Single,0.0,Primary,No,0.0,No,Yes,No,11.0
39.0,Female,7.0,1178858.0,1006403,Single,0.0,Primary,No,0.0,No,Yes,No,11.0
42.0,Male,24.0,2751921.0,1754203,Married,3.0,Secondary,No,0.0,No,No,Yes,2.0
30.0,Male,5.0,1465779.0,1164853,Married,3.0,Master,No,0.0,Yes,Yes,No,6.0
35.0,Female,13.0,654807.0,455116,Married,1.0,Primary,No,0.0,Yes,No,No,11.0
50.0,Female,31.0,1956396.0,1342909,Married,4.0,Secondary,No,0.0,Yes,Yes,No,7.0
33.0,Female,2.0,1540920.0,1240917,Married,3.0,Diploma,Yes,76573035.0,No,No,No,11.0
59.0,Male,9.0,1410149.0,977596,Married,4.0,Primary,Yes,104870913.0,Yes,No,No,8.0
19.0,Male,0.0,1337977.0,907228,Married,1.0,Primary,No,0.0,No,Yes,No,12.0
52.0,Male,11.0,1310360.0,1125964,Single,1.0,Bachelor,No,0.0,Yes,Yes,No,12.0
59.0,Female,30.0,2295992.0,1348831,Married,2.0,Secondary,No,0.0,Yes,Yes,Yes,5.0
51.0,Male,28.0,1956651.0,1565477,Divorced/Widowed,0.0,Secondary,No,0.0,Yes,No,No,7.0
47.0,Male,4.0,1661423.0,1066680,Married,3.0,Secondary,No,0.0,Yes,Yes,No,10.0
30.0,Female,3.0,1031232.0,573091,Married,3.0,Primary,Yes,75155801.0,No,Yes,No,10.0
30.0,Male,8.0,1681774.0,1028745,Married,2.0,Diploma,No,0.0,Yes,Yes,No,7.0
35.0,Female,8.0,1982439.0,1535329,Married,2.0,Primary,No,0.0,No,No,No,8.0
49.0,Female,30.0,2009058.0,1632112,Single,0.0,Primary,Yes,53579406.0,No,No,Yes,2.0
49.0,Female,29.0,1912619.0,1066842,Single,0.0,Primary,No,0.0,Yes,Yes,No,5.0
52.0,Male,20.0,1154185.0,650357,Married,2.0,Primary,No,0.0,No,Yes,No,6.0
56.0,Male,19.0,600000.0,530364,Married,2.0,Secondary,No,0.0,Yes,Yes,No,11.0
46.0,Female,6.0,3059733.0,1765842,Married,2.0,Secondary,Yes,69195320.0,Yes,No,Yes,2.0
46.0,Female,21.0,883254.0,778011,Married,5.0,Diploma,Yes,70424423.0,Yes,Yes,No,9.0
33.0,Female,3.0,600000.0,380652,Single,0.0,Primary,No,0.0,Yes,Yes,No,13.0
27.0,Male,9.0,1891360.0,1558114,Married,3.0,Secondary,No,0.0,No,No,No,7.0
47.0,Female,17.0,604037.0,401443,Married,4.0,Secondary,No,0.0,No,Yes,No,6.0
42.0,Female,16.0,1236640.0,1073079,Married,2.0,Secondary,No,0.0,Yes,No,No,8.0
56.0,Female,19.0,2184195.0,1767381,Single,0.0,Secondary,No,0.0,Yes,Yes,No,6.0
37.0,Female,19.0,3040881.0,2124575,Married,0.0,Primary,Yes,119596110.0,Yes,Yes,Yes,3.0
22.0,Female,4.0,2071258.0,1197667,Married,3.0,Primary,No,0.0,Yes,Yes,No,11.0
18.0,Female,0.0,1492588.0,1225562,Married,1.0,Primary,Yes,176188108.0,No,No,Yes,2.0
47.0,Male,16.0,1764006.0,1372833,Married,2.0,Secondary,No,0.0,No,Yes,No,7.0
20.0,Male,1.0,600000.0,330646,Married,1.0,Bachelor,Yes,111509255.0,Yes,No,No,12.0
31.0,Male,8.0,1484473.0,821634,Divorced/Widowed,0.0,Primary,No,0.0,No,Yes,No,9.0
47.0,Male,0.0,1485152.0,1261270,Single,0.0,Primary,Yes,88652820.0,Yes,Yes,No,6.0
21.0,Male,0.0,1907330.0,1232093,Married,5.0,Primary,No,0.0,Yes,No,No,8.0
35.0,Male,14.0,3159532.0,2481399,Married,2.0,Secondary,No,0.0,Yes,Yes,Yes,1.0
54.0,Male,12.0,600000.0,430835,Married,4.0,Primary,No,0.0,Yes,Yes,No,6.0
42.0,Male,16.0,1514625.0,1316919,Single,1.0,Primary,Yes,70229013.0,No,Yes,No,8.0
18.0,Female,0.0,600000.0,533565,Single,0.0,Primary,No,0.0,Yes,No,No,10.0
32.0,Female,7.0,1447645.0,1330123,Married,1.0,Secondary,No,0.0,Yes,No,No,8.0
26.0,Male,7.0,1194778.0,725066,Divorced/Widowed,2.0,Secondary,No,0.0,Yes,Yes,No,8.0
32.0,Female,1.0,753957.0,655412,Married,4.0,Secondary,No,0.0,Yes,Yes,No,6.0
41.0,Male,12.0,2439164.0,1581622,Married,2.0,Primary,No,0.0,Yes,No,Yes,1.0
21.0,Male,2.0,1978953.0,1521026,Married,5.0,Primary,No,0.0,Yes,No,No,12.0
29.0,Male,7.0,2357098.0,1737501,Single,0.0,Primary,No,0.0,No,Yes,Yes,5.0
54.0,Male,7.0,1427842.0,794816,Married,1.0,Primary,No,0.0,No,No,No,7.0
54.0,Female,25.0,1750498.0,1566915,Married,2.0,Primary,Yes,63593709.0,Yes,Yes,No,10.0
60.0,Female,12.0,2916248.0,1688452,Married,2.0,Primary,No,0.0,No,Yes,Yes,1.0
23.0,Male,4.0,1798095.0,1446820,Married,0.0,Secondary,Yes,96408032.0,Yes,Yes,Yes,3.0
56.0,Male,27.0,2365569.0,1988148,Married,2.0,Primary,No,0.0,Yes,Yes,Yes,4.0
41.0,Male,15.0,1367780.0,1154757,Married,0.0,Primary,Yes,56033196.0,Yes,Yes,No,10.0
28.0,Male,6.0,2301212.0,1381033,Single,0.0,Diploma,No,0.0,Yes,No,Yes,5.0
30.0,Male,1.0,1415756.0,1013116,Divorced/Widowed,2.0,Secondary,Yes,96927962.0,No,Yes,No,6.0
51.0,Male,17.0,600000.0,514133,Divorced/Widowed,2.0,Secondary,No,0.0,Yes,Yes,No,12.0
42.0,Female,16.0,1794691.0,1188069,Married,3.0,Secondary,No,0.0,No,Yes,No,7.0
24.0,Female,5.0,1470787.0,1063477,Single,0.0,Primary,No,0.0,Yes,No,No,9.0
21.0,Male,2.0,662653.0,431343,Single,0.0,Secondary,Yes,122683377.0,Yes,No,No,12.0
25.0,Female,4.0,1934044.0,1395439,Divorced/Widowed,0.0,Secondary,No,0.0,No,Yes,No,13.0
37.0,Male,17.0,1174531.0,1031825,Married,1.0,Primary,No,0.0,Yes,Yes,No,13.0
46.0,Male,28.0,3964848.0,2848330,Married,1.0,Primary,No,0.0,Yes,Yes,Yes,5.0
27.0,Male,1.0,774890.0,585574,Married,3.0,Secondary,Yes,82086717.0,Yes,Yes,No,6.0
60.0,Female,12.0,950952.0,665163,Married,4.0,Primary,No,0.0,Yes,Yes,No,11.0
51.0,Female,20.0,2408685.0,1734839,Married,2.0,Primary,No,0.0,No,Yes,Yes,3.0
43.0,Female,20.0,1706884.0,948369,Married,3.0,Primary,Yes,81396524.0,Yes,No,No,11.0
58.0,Male,16.0,2394441.0,1568324,Divorced/Widowed,0.0,Primary,Yes,13702818.0,Yes,Yes,Yes,4.0
20.0,Female,2.0,2066273.0,1470226,Married,2.0,Primary,No,0.0,No,Yes,No,12.0
23.0,Male,3.0,1392385.0,1092332,Married,3.0,Primary,No,0.0,Yes,Yes,No,12.0
22.0,Female,0.0,834635.0,598032,Married,2.0,Primary,Yes,84141828.0,Yes,No,No,9.0
22.0,Male,3.0,2549758.0,1721067,Single,0.0,Primary,No,0.0,Yes,Yes,Yes,1.0
40.0,Male,9.0,898084.0,622907,Married,4.0,Primary,Yes,162842010.0,Yes,Yes,No,8.0
26.0,Female,4.0,2191234.0,1401619,Married,3.0,Primary,No,0.0,Yes,No,No,8.0
52.0,Female,22.0,2443299.0,2179576,Single,0.0,Diploma,No,0.0,Yes,Yes,Yes,3.0
37.0,Male,19.0,1711157.0,1271466,Divorced/Widowed,2.0,Secondary,Yes,8822392.0,No,Yes,No,7.0
59.0,Female,29.0,1587096.0,880777,Married,5.0,Secondary,No,0.0,Yes,Yes,No,12.0
52.0,Male,32.0,1111391.0,619261,Single,0.0,Secondary,No,0.0,Yes,No,No,7.0
35.0,Female,8.0,2123919.0,1932757,Single,0.0,Primary,No,0.0,Yes,Yes,No,9.0
34.0,Female,14.0,600000.0,379162,Married,1.0,Primary,Yes,21261637.0,Yes,No,No,6.0
41.0,Female,0.0,2301008.0,1951427,Divorced/Widowed,0.0,Diploma,Yes,34690109.0,No,Yes,Yes,1.0
20.0,Female,2.0,1883633.0,1076612,Married,2.0,Primary,No,0.0,Yes,Yes,No,9.0
49.0,Male,10.0,1644029.0,1464550,Married,2.0,Bachelor,Yes,170273951.0,Yes,No,Yes,2.0
52.0,Male,33.0,1969611.0,1720522,Married,2.0,Secondary,No,0.0,Yes,Yes,No,9.0
55.0,Female,15.0,838510.0,638361,Married,1.0,Primary,Yes,37178119.0,Yes,Yes,No,13.0
30.0,Male,8.0,600000.0,331997,Married,0.0,Secondary,No,0.0,Yes,Yes,No,8.0
42.0,Male,14.0,2128002.0,1373391,Single,0.0,Secondary,Yes,57236343.0,Yes,No,Yes,1.0
26.0,Male,0.0,2721582.0,1906534,Married,1.0,Primary,No,0.0,Yes,Yes,Yes,3.0
21.0,Male,0.0,600000.0,432134,Single,0.0,Primary,No,0.0,Yes,Yes,No,7.0
31.0,Female,8.0,1063263.0,701903,Single,0.0,Secondary,No,0.0,Yes,Yes,No,12.0
54.0,Male,7.0,2326627.0,1308008,Married,2.0,Secondary,No,0.0,Yes,Yes,Yes,5.0
51.0,Female,7.0,2051222.0,1576050,Single,0.0,Primary,No,0.0,Yes,Yes,No,9.0
28.0,Male,10.0,3874175.0,2882143,Married,2.0,Primary,Yes,3888102.0,No,Yes,Yes,4.0
58.0,Male,11.0,2552960.0,1671449,Married,0.0,Diploma,No,0.0,Yes,Yes,Yes,1.0
20.0,Male,0.0,2384797.0,1345147,Married,0.0,Secondary,No,0.0,No,Yes,Yes,3.0
45.0,Male,10.0,1265347.0,1161588,Married,2.0,Secondary,Yes,54117844.0,Yes,Yes,No,9.0
46.0,Male,7.0,2167364.0,1578566,Single,0.0,Bachelor,Yes,22943505.0,No,Yes,Yes,1.0
26.0,Female,2.0,2846789.0,2362042,Married,1.0,Primary,No,0.0,Yes,No,Yes,3.0
20.0,Male,2.0,1684926.0,1208692,Married,2.0,Primary,No,0.0,Yes,No,No,6.0
42.0,Female,6.0,1717949.0,972312,Married,5.0,Secondary,No,0.0,Yes,No,No,7.0
51.0,Male,30.0,1898947.0,1261949,Single,1.0,Secondary,Yes,59047373.0,Yes,Yes,No,12.0
29.0,Male,0.0,1334850.0,892268,Married,2.0,Primary,No,0.0,Yes,No,No,12.0
59.0,Female,32.0,1988274.0,1710294,Single,0.0,Primary,Yes,77865230.0,Yes,No,Yes,2.0
26.0,Male,4.0,1970780.0,1560986,Married,1.0,Secondary,No,0.0,Yes,Yes,No,12.0
32.0,Male,4.0,2835990.0,1848807,Married,1.0,Primary,Yes,81407849.0,Yes,Yes,Yes,5.0
57.0,Male,39.0,1667425.0,1514128,Single,0.0,Diploma,No,0.0,Yes,Yes,No,6.0
42.0,Male,22.0,2272309.0,1520107,Married,2.0,Primary,No,0.0,Yes,No,No,11.0
22.0,Female,1.0,1688304.0,1552136,Married,2.0,Primary,No,0.0,Yes,Yes,No,11.0
28.0,Male,5.0,2247831.0,2064813,Married,2.0,Primary,No,0.0,Yes,Yes,No,7.0
51.0,Female,7.0,1624959.0,1008689,Married,1.0,Secondary,No,0.0,Yes,Yes,No,5.0
41.0,Female,8.0,2201431.0,1465523,Married,2.0,Diploma,No,0.0,Yes,No,No,8.0
32.0,Male,0.0,2309765.0,1685750,Married,1.0,Secondary,No,0.0,Yes,Yes,Yes,2.0
55.0,Female,34.0,1053340.0,838160,Single,0.0,Diploma,Yes,3922996.0,Yes,No,No,8.0
25.0,Male,2.0,2571662.0,1916859,Married,2.0,Primary,No,0.0,No,No,Yes,2.0
22.0,Female,2.0,1683465.0,1529753,Single,0.0,Primary,No,0.0,Yes,Yes,No,5.0
43.0,Male,23.0,1471142.0,1203211,Married,2.0,Secondary,Yes,97071275.0,No,Yes,No,7.0
35.0,Female,16.0,1302994.0,818875,Married,2.0,Secondary,Yes,148299935.0,Yes,Yes,No,11.0
23.0,Male,4.0,2008740.0,1182919,Married,1.0,Secondary,No,0.0,No,No,No,10.0
54.0,Male,1.0,1796764.0,1445871,Married,0.0,Secondary,Yes,15597414.0,No,No,No,10.0
30.0,Female,7.0,2059565.0,1253507,Married,2.0,Primary,No,0.0,No,No,No,11.0
45.0,Female,18.0,2073154.0,1744435,Married,1.0,Primary,No,0.0,Yes,Yes,No,12.0
22.0,Male,3.0,2226009.0,1480482,Divorced/Widowed,1.0,Diploma,No,0.0,Yes,Yes,No,7.0
30.0,Male,10.0,3743398.0,2511634,Married,3.0,Primary,Yes,144660635.0,Yes,Yes,Yes,3.0
34.0,Female,8.0,1827784.0,1012583,Married,4.0,Primary,No,0.0,No,Yes,No,12.0
57.0,Female,5.0,1285798.0,1040691,Married,4.0,Secondary,No,0.0,No,No,No,11.0
49.0,Female,18.0,600000.0,355145,Single,0.0,Primary,No,0.0,No,Yes,No,9.0
46.0,Female,23.0,963278.0,805267,Married,5.0,Secondary,Yes,15946875.0,No,Yes,No,8.0
20.0,Female,1.0,2664744.0,1950568,Married,3.0,Primary,No,0.0,No,Yes,Yes,1.0
57.0,Female,27.0,2303947.0,1935738,Divorced/Widowed,1.0,Secondary,No,0.0,Yes,Yes,Yes,1.0
51.0,Male,1.0,855009.0,654982,Married,0.0,Secondary,No,0.0,Yes,Yes,No,10.0
57.0,Male,37.0,3524948.0,2046233,Married,4.0,Secondary,No,0.0,Yes,Yes,Yes,2.0
44.0,Female,22.0,2028735.0,1690527,Married,1.0,Primary,Yes,78856742.0,Yes,No,Yes,3.0
30.0,Female,4.0,2122221.0,1222029,Married,3.0,Primary,No,0.0,Yes,Yes,No,10.0
50.0,Male,3.0,3370957.0,2451089,Married,0.0,Primary,No,0.0,Yes,Yes,Yes,2.0
